ID,Surname,First Name,Department,Staff or Student,Date of first journey,Destination,Estimated CO2eq emission (please enter in kg),Travel mode
2908,Vivier,Fred,Meteorology,Student,2020-12-02,Belfast,80.0851686,Flight
2033,Maisenbacher,Nancy,Meteorology,Student,2020-12-02,Paris,4.34139905,Train
4399,Zebell,Jeremiah,Meteorology,Student,2020-12-03,New York,1687,Flight
3474,Callahan,Rudy,Mathematics and Statistics,Staff,2020-12-03,Rotterdam,4.40548925,Train
4578,Fox,Donald,Meteorology,Staff,2020-12-03,Warsaw,9.58867825,Train
4915,Reitano,Michael,Computer Science,Staff,2020-12-03,Luxembourg,4.98809905,Train
28,Jones,Terrance,Mathematics and Statistics,Student,2020-12-03,Belgrade,11.43230845,Train
4748,Camacho,Thomas,Meteorology,Staff,2020-12-03,Belgrade,256.8752214,Flight
4475,Schnelder,David,Mathematics and Statistics,Student,2020-12-04,LA,2652,Flight
781,Merrill,Kathryn,Meteorology,Staff,2020-12-04,Stockholm,221.0140122,Flight
3039,Gonyea,Edwin,Mathematics and Statistics,Staff,2020-12-04,Barcelona,175.3229112,Flight
935,Hasberry,Gerald,Meteorology,Student,2020-12-04,Budapest,224.7109818,Flight
2883,Lawson,Frank,Meteorology,Student,2020-12-05,Copenhagen,9.34105905,Train
939,Scott,Reginald,Meteorology,Student,2020-12-05,Paris,56.23458,Flight
3294,Richerson,Guadalupe,Meteorology,Staff,2020-12-05,Lisbon,240.2479194,Flight
4385,Quinn,Faye,Mathematics and Statistics,Student,2020-12-05,Belgrade,11.43230845,Train
466,Washington,Lloyd,Computer Science,Staff,2020-12-06,Madrid,191.3733168,Flight
4797,Rayford,Kenneth,Computer Science,Student,2020-12-06,Belgrade,256.8752214,Flight
2290,Whitley,Paris,Meteorology,Staff,2020-12-06,Vienna,12.12855905,Train
2233,Mcelroy,Sybil,Mathematics and Statistics,Student,2020-12-07,Kigali,1976,Flight
4814,Vaughn,Gerald,Meteorology,Staff,2020-12-07,Vaduz,7.80235905,Train
3561,Cook,Janice,Meteorology,Staff,2020-12-07,Belfast,80.0851686,Flight
3138,Shae,Raymond,Meteorology,Staff,2020-12-07,Zurich,6.76946765,Train
3371,Lear,Eugenia,Meteorology,Student,2020-12-07,Toronto,1687,Flight
4260,Standridge,Bryan,Walker Institute,Staff,2020-12-07,Andorra La Vella,10.16615905,Train
4484,Wynn,Donna,Mathematics and Statistics,Student,2020-12-07,Oslo,12.54779905,Train
1260,Duclos,Myrtle,Mathematics and Statistics,Student,2020-12-08,Monaco,158.0826528,Flight
2080,Haas,Peter,Meteorology,Student,2020-12-08,Stockholm,221.0140122,Flight
3964,Kendall,Margo,Meteorology,Student,2020-12-09,Berlin,7.68193905,Train
1592,Feather,James,Meteorology,Student,2020-12-09,Amsterdam,4.91227905,Train
4375,Denn,Errol,Meteorology,Staff,2020-12-09,Andorra La Vella,10.16615905,Train
1818,Hanson,Lawrence,Meteorology,Student,2020-12-09,Nanjing,2820,Flight
3840,Tuholski,Erin,Meteorology,Staff,2020-12-09,Paris,4.34139905,Train
2639,Ullman,Joyce,Meteorology,Student,2020-12-09,Warsaw,9.58867825,Train
4101,Waddell,Ilene,Meteorology,Staff,2020-12-09,Dublin,72.5432298,Flight
401,Weaver,Karina,Computer Science,Student,2020-12-10,Rotterdam,4.40548925,Train
4973,Lamantia,Harold,Computer Science,Staff,2020-12-10,Copenhagen,9.34105905,Train
1078,Fisher,Linda,Computer Science,Student,2020-12-10,Delhi,1976,Flight
786,Loguidice,Courtney,Meteorology,Student,2020-12-10,Brussels,52.1993256,Flight
1934,Cobbs,Timothy,Mathematics and Statistics,Student,2020-12-11,Zurich,119.0377572,Flight
1813,Miller,Gary,Meteorology,Staff,2020-12-11,Belfast,80.0851686,Flight
2086,Donaldson,Debra,Meteorology,Student,2020-12-11,Accra,1494,Flight
822,Ceja,James,Mathematics and Statistics,Staff,2020-12-11,Cape Town,2893,Flight
1597,Shaw,Robert,Computer Science,Student,2020-12-12,Chicago,1928,Flight
4923,Guerra,Terri,Meteorology,Student,2020-12-12,Cologne,79.9764342,Flight
4961,Avery,Elizabeth,Meteorology,Staff,2020-12-12,Berlin,144.5163414,Flight
1473,Anderson,Bea,Mathematics and Statistics,Staff,2020-12-12,Zurich,6.76946765,Train
1411,Roy,Paulette,Computer Science,Student,2020-12-12,Toronto,1687,Flight
3445,Wynn,Donna,Mathematics and Statistics,Student,2020-12-12,Accra,1494,Flight
2740,Ward,Carmella,Meteorology,Staff,2020-12-12,Warsaw,221.6075208,Flight
530,Soto,Penny,Meteorology,Staff,2020-12-12,Lisbon,240.2479194,Flight
2512,Thomas,Linda,Computer Science,Student,2020-12-13,Chicago,1928,Flight
3077,Bourne,Marta,Meteorology,Staff,2020-12-14,Paris,56.23458,Flight
740,Barnett,Graham,Computer Science,Student,2020-12-14,Milan,148.364331,Flight
2039,Husted,Estelle,Meteorology,Student,2020-12-14,Vaduz,7.80235905,Train
3611,Quinn,Faye,Mathematics and Statistics,Student,2020-12-15,Budapest,10.00140665,Train
2679,Stokes,Kelsey,Computer Science,Student,2020-12-15,Barcelona,8.94938185,Train
287,Ruby,Anna,Meteorology,Staff,2020-12-15,Rome,10.31333905,Train
2482,Donaldson,Debra,Meteorology,Student,2020-12-15,Prague,7.90297665,Train
3391,Jones,Boyd,Meteorology,Staff,2020-12-15,Vaduz,141.8297316,Flight
2247,Smoldt,Gary,Computer Science,Staff,2020-12-16,Vienna,12.12855905,Train
667,Kassin,Ramon,Mathematics and Statistics,Student,2020-12-16,Cologne,4.88609885,Train
4901,Bethea,Linda,Meteorology,Student,2020-12-16,Vienna,192.2462124,Flight
2557,Fisher,Linda,Computer Science,Student,2020-12-16,Amsterdam,55.1004198,Flight
2447,Pharis,Howard,Meteorology,Staff,2020-12-17,Budapest,224.7109818,Flight
4492,Graves,Dennis,Mathematics and Statistics,Student,2020-12-17,Milan,7.89918565,Train
4564,Rivers,Harvey,Mathematics and Statistics,Staff,2020-12-17,Helsinki,279.3243444,Flight
3295,Zebell,Jeremiah,Meteorology,Student,2020-12-17,Andorra La Vella,10.16615905,Train
430,Macon,Alice,Mathematics and Statistics,Student,2020-12-17,Vaduz,141.8297316,Flight
1682,Taylor,Chad,Meteorology,Student,2020-12-17,Copenhagen,147.5835576,Flight
486,Thoren,Shawn,Computer Science,Staff,2020-12-18,Rome,10.31333905,Train
4732,Soto,Penny,Meteorology,Staff,2020-12-18,Andorra La Vella,10.16615905,Train
3556,Rodriguez,Ashley,Computer Science,Student,2020-12-18,Vienna,12.12855905,Train
4933,Dickman,Richard,Meteorology,Staff,2020-12-19,Rotterdam,4.40548925,Train
2594,Avery,Elizabeth,Meteorology,Staff,2020-12-20,Tokyo,2893,Flight
4108,Boyer,Lenora,Meteorology,Staff,2020-12-20,Luxembourg,4.98809905,Train
2162,Willis,Gerald,Mathematics and Statistics,Staff,2020-12-20,Dublin,72.5432298,Flight
93,Ryan,David,Meteorology,Staff,2020-12-20,LA,2652,Flight
324,Rozon,Fred,Meteorology,Staff,2020-12-21,New York,1687,Flight
4575,Vinson,Tina,Computer Science,Student,2020-12-21,Delhi,1976,Flight
3143,Brice,Margot,Walker Institute,Student,2020-12-21,Cape Town,2893,Flight
2304,Cronin,Troy,Meteorology,Staff,2020-12-21,Barcelona,175.3229112,Flight
2020,Spiegel,David,Computer Science,Student,2020-12-22,Vaduz,141.8297316,Flight
1800,Reed,Pete,Meteorology,Staff,2020-12-22,Accra,1494,Flight
378,Ryan,David,Meteorology,Staff,2020-12-22,Denver,2254,Flight
2728,Graff,Robert,Meteorology,Staff,2020-12-23,Luxembourg,77.173503,Flight
3260,Granger,David,Meteorology,Staff,2020-12-23,Belgrade,11.43230845,Train
1232,Keen,Jose,Computer Science,Staff,2020-12-23,Madrid,10.66121905,Train
4576,Simmons,Catherine,Meteorology,Staff,2020-12-23,Budapest,10.00140665,Train
2868,Martin,Bernard,Meteorology,Student,2020-12-23,Luxembourg,77.173503,Flight
2143,Brannen,William,Mathematics and Statistics,Student,2020-12-24,Copenhagen,9.34105905,Train
4945,Lea,Charlene,Meteorology,Student,2020-12-24,Monaco,8.73449905,Train
602,Hoang,Frank,Meteorology,Staff,2020-12-24,Budapest,10.00140665,Train
679,Replogle,Harriet,Meteorology,Staff,2020-12-25,Kigali,1976,Flight
142,Pickerel,Morris,Meteorology,Staff,2020-12-25,Prague,157.2156132,Flight
3102,Mcwhirter,Ellen,Mathematics and Statistics,Student,2020-12-27,Belgrade,11.43230845,Train
2389,Wood,Roxanne,Meteorology,Staff,2020-12-27,Amsterdam,4.91227905,Train
3617,Blakeman,Brian,Computer Science,Staff,2020-12-28,Belgrade,11.43230845,Train
1036,Relyea,Robert,Meteorology,Staff,2020-12-28,New York,1687,Flight
1910,Hasberry,Gerald,Meteorology,Student,2020-12-28,Prague,157.2156132,Flight
892,Legault,Marie,Mathematics and Statistics,Staff,2020-12-28,Helsinki,279.3243444,Flight
1963,Weber,Gerry,Meteorology,Staff,2020-12-28,Prague,7.90297665,Train
1797,Hogan,Shavonne,Computer Science,Staff,2020-12-28,Warsaw,221.6075208,Flight
4071,Croy,Richard,Meteorology,Student,2020-12-28,Rome,221.2103382,Flight
159,Mize,Helen,Meteorology,Staff,2020-12-29,Zurich,119.0377572,Flight
595,Townsend,Zelma,Mathematics and Statistics,Staff,2020-12-29,Amsterdam,4.91227905,Train
1637,Young,Barbara,Mathematics and Statistics,Staff,2020-12-29,Monaco,8.73449905,Train
2370,Schafer,Richard,Walker Institute,Student,2020-12-29,Oslo,182.4827694,Flight
4294,Taylor,Chad,Meteorology,Student,2020-12-29,Cologne,79.9764342,Flight
4784,Taylor,Antone,Meteorology,Staff,2020-12-29,Vaduz,7.80235905,Train
3114,Rybka,Donald,Meteorology,Staff,2020-12-30,Barcelona,175.3229112,Flight
932,Cook,Janice,Meteorology,Staff,2020-12-31,LA,2652,Flight
812,Ollig,Sheila,Mathematics and Statistics,Staff,2020-12-31,Amsterdam,4.91227905,Train
2347,Duhamel,Dorthy,Meteorology,Staff,2020-12-31,Madrid,10.66121905,Train
3716,Brannen,William,Mathematics and Statistics,Student,2021-01-01,Paris,4.34139905,Train
2236,Young,Barbara,Mathematics and Statistics,Staff,2021-01-01,Kigali,1976,Flight
670,Feiner,Pete,Meteorology,Student,2021-01-01,Vienna,192.2462124,Flight
2870,Leiva,Carmen,Meteorology,Staff,2021-01-01,Amsterdam,55.1004198,Flight
3358,Jones,David,Meteorology,Staff,2021-01-01,Cologne,4.88609885,Train
2054,Reed,Pete,Meteorology,Staff,2021-01-01,Sydney,5063,Flight
1882,Akin,Eric,Meteorology,Student,2021-01-02,Madrid,10.66121905,Train
2139,Smith,David,Meteorology,Staff,2021-01-02,Delhi,1976,Flight
782,Camacho,Thomas,Meteorology,Staff,2021-01-02,Amsterdam,55.1004198,Flight
4635,Gladney,Jose,Meteorology,Staff,2021-01-02,Delhi,1976,Flight
950,Freudenburg,James,Computer Science,Staff,2021-01-03,Monaco,8.73449905,Train
1192,Martin,Shannon,Meteorology,Staff,2021-01-03,Amsterdam,55.1004198,Flight
2271,Bell,Carolyn,Meteorology,Staff,2021-01-03,Stockholm,221.0140122,Flight
3708,Watson,Frank,Mathematics and Statistics,Staff,2021-01-03,Vienna,192.2462124,Flight
3393,Kindig,David,Meteorology,Staff,2021-01-03,Copenhagen,147.5835576,Flight
756,Ceja,James,Mathematics and Statistics,Staff,2021-01-03,New York,1687,Flight
2673,Hayward,Hope,Walker Institute,Staff,2021-01-03,Andorra La Vella,168.8791902,Flight
4433,Bragg,Louis,Meteorology,Student,2021-01-03,Berlin,144.5163414,Flight
4098,Colby,Timothy,Meteorology,Student,2021-01-03,Stockholm,12.16869905,Train
3718,Replogle,Harriet,Meteorology,Staff,2021-01-03,Rome,10.31333905,Train
629,Waldron,Mark,Mathematics and Statistics,Student,2021-01-04,Cologne,79.9764342,Flight
2429,Reyes,Rob,Mathematics and Statistics,Staff,2021-01-04,Cape Town,2893,Flight
2294,Mons,Don,Meteorology,Staff,2021-01-04,Rome,10.31333905,Train
1306,Mason,Jose,Mathematics and Statistics,Student,2021-01-04,Rome,10.31333905,Train
1296,Vaillancourt,Evelia,Meteorology,Staff,2021-01-05,Belgrade,256.8752214,Flight
2879,Byrd,Margie,Meteorology,Staff,2021-01-05,Budapest,10.00140665,Train
744,Maddox,Michael,Meteorology,Student,2021-01-05,Berlin,7.68193905,Train
3140,Ferris,William,Meteorology,Student,2021-01-06,Lisbon,13.23017905,Train
4789,Pickerel,Morris,Meteorology,Staff,2021-01-06,Berlin,7.68193905,Train
1508,Mcdiarmid,Christopher,Meteorology,Staff,2021-01-07,Madrid,10.66121905,Train
2689,Trevethan,Michael,Meteorology,Student,2021-01-07,Dublin,72.5432298,Flight
4309,Ragan,Ivonne,Meteorology,Student,2021-01-07,Luxembourg,77.173503,Flight
2694,Colby,Timothy,Meteorology,Student,2021-01-07,Copenhagen,147.5835576,Flight
3250,Moore,Booker,Mathematics and Statistics,Student,2021-01-07,Monaco,8.73449905,Train
3737,Lu,Delcie,Mathematics and Statistics,Student,2021-01-07,Brussels,52.1993256,Flight
2168,Rivera,Keesha,Meteorology,Student,2021-01-07,Accra,1494,Flight
549,Donaldson,Debra,Meteorology,Student,2021-01-07,Oslo,12.54779905,Train
473,Harris,Steven,Meteorology,Staff,2021-01-07,Cape Town,2893,Flight
1899,Mcveigh,Anthony,Meteorology,Staff,2021-01-08,Cologne,79.9764342,Flight
3235,Pickerel,Morris,Meteorology,Staff,2021-01-08,Chicago,1928,Flight
208,Jones,Lauretta,Meteorology,Staff,2021-01-08,Belgrade,11.43230845,Train
2378,Reed,Pete,Meteorology,Staff,2021-01-08,Stockholm,12.16869905,Train
4532,Mayers,Ralph,Mathematics and Statistics,Staff,2021-01-08,Luxembourg,77.173503,Flight
3702,Thomas,Florence,Meteorology,Staff,2021-01-08,Warsaw,9.58867825,Train
2669,Schneeman,Benjamin,Meteorology,Staff,2021-01-08,Luxembourg,4.98809905,Train
1748,Wing,Kenny,Meteorology,Staff,2021-01-08,Denver,2254,Flight
2078,Law,Howard,Meteorology,Staff,2021-01-08,Stockholm,221.0140122,Flight
22,Mize,Helen,Meteorology,Staff,2021-01-09,Vienna,12.12855905,Train
2819,Droke,Marcos,Mathematics and Statistics,Staff,2021-01-09,Oslo,182.4827694,Flight
4022,Maxwell,Margaret,Meteorology,Staff,2021-01-09,Lisbon,240.2479194,Flight
182,Hopkins,Cassidy,Meteorology,Staff,2021-01-09,Zurich,119.0377572,Flight
2118,Parra,Katherine,Meteorology,Staff,2021-01-10,Milan,7.89918565,Train
1398,Nye,Marianne,Mathematics and Statistics,Staff,2021-01-10,Cologne,4.88609885,Train
694,Belcher,Arthur,Meteorology,Staff,2021-01-10,Copenhagen,147.5835576,Flight
3061,Maisenbacher,Nancy,Meteorology,Student,2021-01-10,Oslo,12.54779905,Train
4560,Williams,Lloyd,Computer Science,Student,2021-01-10,Amsterdam,55.1004198,Flight
1727,Leiva,Carmen,Meteorology,Staff,2021-01-10,Accra,1494,Flight
2245,Schneeman,Benjamin,Meteorology,Staff,2021-01-11,Warsaw,221.6075208,Flight
1779,Allen,Violet,Computer Science,Staff,2021-01-11,Zurich,119.0377572,Flight
4988,Vinson,Tina,Computer Science,Student,2021-01-11,Oslo,182.4827694,Flight
4645,Hasberry,Gerald,Meteorology,Student,2021-01-11,Vaduz,7.80235905,Train
2809,Bourne,Marta,Meteorology,Staff,2021-01-11,Rotterdam,55.1004198,Flight
789,Moore,Booker,Mathematics and Statistics,Student,2021-01-11,Barcelona,8.94938185,Train
461,Mcnichols,Emma,Mathematics and Statistics,Staff,2021-01-11,Prague,157.2156132,Flight
2820,Colby,Timothy,Meteorology,Student,2021-01-12,Warsaw,221.6075208,Flight
3123,Brisbon,Sherri,Mathematics and Statistics,Student,2021-01-13,Barcelona,8.94938185,Train
2108,Leiva,Carmen,Meteorology,Staff,2021-01-13,Jakarta,3544,Flight
1645,Mills,Bradley,Meteorology,Staff,2021-01-13,Rotterdam,55.1004198,Flight
4444,Hopkins,Cassidy,Meteorology,Staff,2021-01-13,Belfast,80.0851686,Flight
2548,Lawson,Frank,Meteorology,Student,2021-01-13,Delhi,1976,Flight
2099,Cook,Janice,Meteorology,Staff,2021-01-13,Paris,4.34139905,Train
1571,Mcdiarmid,Christopher,Meteorology,Staff,2021-01-13,Budapest,10.00140665,Train
8,Rivera,Keesha,Meteorology,Student,2021-01-14,Denver,2254,Flight
4339,Byrd,Margie,Meteorology,Staff,2021-01-14,Accra,1494,Flight
245,Edgington,Helen,Meteorology,Staff,2021-01-14,Belgrade,11.43230845,Train
2649,Gunia,Linda,Mathematics and Statistics,Student,2021-01-15,Belgrade,11.43230845,Train
4224,Penya,Thomas,Meteorology,Staff,2021-01-15,Warsaw,9.58867825,Train
1670,Gavin,Leonard,Mathematics and Statistics,Student,2021-01-15,Rome,221.2103382,Flight
4113,Sweitzer,Guadalupe,Meteorology,Student,2021-01-15,Vaduz,7.80235905,Train
4190,Priebe,Alonzo,Meteorology,Staff,2021-01-16,Amsterdam,55.1004198,Flight
2515,Whitley,Paris,Meteorology,Staff,2021-01-16,Stockholm,12.16869905,Train
677,Pons,Bradley,Meteorology,Staff,2021-01-16,Rotterdam,4.40548925,Train
2419,Cody,Carolyn,Meteorology,Student,2021-01-16,Zurich,6.76946765,Train
2455,Winkler,Mary,Meteorology,Student,2021-01-16,Zurich,119.0377572,Flight
2249,Kosmowski,Mindy,Walker Institute,Staff,2021-01-17,Milan,7.89918565,Train
411,Schneider,Joseph,Computer Science,Staff,2021-01-17,Brussels,3.95337905,Train
1796,Scrivens,Sharon,Meteorology,Staff,2021-01-17,Monaco,8.73449905,Train
2590,Camacho,Thomas,Meteorology,Staff,2021-01-18,Accra,1494,Flight
2464,Martinez,Georgia,Meteorology,Staff,2021-01-18,Berlin,7.68193905,Train
2218,Mcclanahan,Archie,Meteorology,Staff,2021-01-18,Barcelona,8.94938185,Train
1864,Maki,Lashawnda,Meteorology,Staff,2021-01-18,Barcelona,175.3229112,Flight
468,Jones,Sandra,Computer Science,Student,2021-01-18,Prague,157.2156132,Flight
1746,Clark,Robert,Meteorology,Staff,2021-01-19,Milan,148.364331,Flight
4818,Williams,Lillian,Meteorology,Staff,2021-01-19,Berlin,144.5163414,Flight
3603,Richerson,Guadalupe,Meteorology,Staff,2021-01-19,Paris,56.23458,Flight
157,Hayward,Hope,Walker Institute,Staff,2021-01-20,Delhi,1976,Flight
3587,Gregory,Bryan,Mathematics and Statistics,Student,2021-01-20,Nanjing,2820,Flight
124,Dolecki,Ricky,Mathematics and Statistics,Student,2021-01-20,Stockholm,12.16869905,Train
291,Rocha,John,Mathematics and Statistics,Student,2021-01-20,Warsaw,221.6075208,Flight
3967,Wallace,Christina,Meteorology,Staff,2021-01-21,Copenhagen,147.5835576,Flight
4276,Akin,Eric,Meteorology,Student,2021-01-21,Oslo,12.54779905,Train
2940,Charles,Mitchell,Meteorology,Staff,2021-01-21,Vaduz,141.8297316,Flight
867,Denn,Errol,Meteorology,Staff,2021-01-22,Monaco,158.0826528,Flight
4482,Oneil,Karen,Mathematics and Statistics,Staff,2021-01-22,Jakarta,3544,Flight
4065,Cody,Carolyn,Meteorology,Student,2021-01-22,Copenhagen,9.34105905,Train
2722,Clark,Neil,Meteorology,Staff,2021-01-22,Cape Town,2893,Flight
284,Mcclanahan,Archie,Meteorology,Staff,2021-01-22,Amsterdam,55.1004198,Flight
3769,Mcwhirter,Ellen,Mathematics and Statistics,Student,2021-01-22,Cape Town,2893,Flight
4757,Bryan,Wendy,Computer Science,Staff,2021-01-22,Luxembourg,77.173503,Flight
3976,Lawson,Frank,Meteorology,Student,2021-01-22,Sydney,5063,Flight
1476,Schmitz,Ruth,Computer Science,Student,2021-01-23,Madrid,191.3733168,Flight
2094,Johanson,Carol,Mathematics and Statistics,Student,2021-01-23,Stockholm,221.0140122,Flight
4580,Rieben,Tyler,Meteorology,Student,2021-01-23,Accra,1494,Flight
2420,Gonzalez,Richard,Meteorology,Staff,2021-01-24,Cape Town,2893,Flight
69,Trexler,Dennis,Meteorology,Student,2021-01-24,Jakarta,3544,Flight
3286,Cobbs,Timothy,Mathematics and Statistics,Student,2021-01-25,Copenhagen,9.34105905,Train
4205,Clark,Robert,Meteorology,Staff,2021-01-25,Zurich,119.0377572,Flight
2195,Ryan,John,Meteorology,Staff,2021-01-25,Budapest,10.00140665,Train
2127,Rice,Pamela,Meteorology,Student,2021-01-25,Jakarta,3544,Flight
4594,Mcdiarmid,Christopher,Meteorology,Staff,2021-01-25,Lisbon,13.23017905,Train
4066,Page,Richard,Mathematics and Statistics,Student,2021-01-26,Lisbon,240.2479194,Flight
3985,Jacquez,Molly,Meteorology,Student,2021-01-26,Stockholm,221.0140122,Flight
68,Wint,Robert,Meteorology,Student,2021-01-26,Vienna,192.2462124,Flight
4030,Valenzuela,Hattie,Meteorology,Staff,2021-01-26,Delhi,1976,Flight
2244,Prince,Kristen,Meteorology,Student,2021-01-26,Prague,157.2156132,Flight
2180,Sweitzer,Guadalupe,Meteorology,Student,2021-01-27,Zurich,6.76946765,Train
4212,Kendall,Margo,Meteorology,Student,2021-01-27,Copenhagen,9.34105905,Train
1759,Perez,Wade,Meteorology,Staff,2021-01-27,Belgrade,256.8752214,Flight
1564,Scott,Reginald,Meteorology,Student,2021-01-27,Nanjing,2820,Flight
3072,Mcnulty,Luz,Mathematics and Statistics,Staff,2021-01-27,Monaco,158.0826528,Flight
4688,Cables,Bruce,Meteorology,Staff,2021-01-27,Warsaw,9.58867825,Train
1432,Quinn,Faye,Mathematics and Statistics,Student,2021-01-28,Madrid,191.3733168,Flight
659,Allen,James,Computer Science,Staff,2021-01-28,Luxembourg,77.173503,Flight
3410,Gains,Rhonda,Meteorology,Staff,2021-01-29,Vienna,192.2462124,Flight
3323,Romero,Wanda,Meteorology,Staff,2021-01-29,Lisbon,240.2479194,Flight
3101,Maki,Lashawnda,Meteorology,Staff,2021-01-29,Barcelona,175.3229112,Flight
2750,Williams,Anthony,Meteorology,Staff,2021-01-29,Dublin,72.5432298,Flight
465,Laverdiere,Walter,Meteorology,Student,2021-01-30,Berlin,144.5163414,Flight
4998,Anderson,Alvin,Mathematics and Statistics,Staff,2021-01-30,Brussels,3.95337905,Train
4366,Waldron,Mark,Mathematics and Statistics,Student,2021-01-30,Vaduz,7.80235905,Train
937,Merrill,Kathryn,Meteorology,Staff,2021-01-30,Belgrade,11.43230845,Train
2224,Parra,Katherine,Meteorology,Staff,2021-01-30,Dublin,72.5432298,Flight
590,Moore,Booker,Mathematics and Statistics,Student,2021-01-30,Budapest,10.00140665,Train
2101,Vaillancourt,Evelia,Meteorology,Staff,2021-01-31,Oslo,182.4827694,Flight
2968,Evens,Frances,Mathematics and Statistics,Student,2021-01-31,Brussels,52.1993256,Flight
